O1	4	19.938
O1	4	19.947
O1	4	19.952
O1	4	19.979
O1	8	19.997
O1	8	20.006
O1	8	20.051
O1	4	20.083
O1	8	20.092
O1	4	20.118
Y1	24	20.141
O1	4	20.154
O1	8	20.159
O1	4	20.177
O1	4	20.194
Al1	20	20.197
O1	4	20.199
O1	8	20.212
O1	4	20.221
O1	4	20.239
Al2	24	20.253
Y1	24	20.253
O1	8	20.275
O1	12	20.292
O1	4	20.332
O1	4	20.341
O1	12	20.368
O1	4	20.381
O1	4	20.399
O1	4	20.403
O1	8	20.408
O1	4	20.452
O1	12	20.461
O1	4	20.478
O1	8	20.518
O1	4	20.549
O1	8	20.557
O1	16	20.584
O1	12	20.61
O1	8	20.623
O1	4	20.627
Al1	32	20.639
O1	4	20.68
Al2	8	20.693
O1	4	20.693
Y1	8	20.693
O1	4	20.732
O1	4	20.762
O1	4	20.767
O1	4	20.775
O1	4	20.784
O1	4	20.793
Y1	8	20.802
O1	4	20.819
O1	8	20.845
O1	4	20.862
O1	4	20.866
O1	4	20.888
O1	4	20.892
O1	4	20.927
O1	4	20.935
O1	8	20.948
O1	4	20.965
O1	8	20.983
O1	4	21.004
Al2	18	21.018
O1	4	21.043
O1	4	21.06
Al1	20	21.071
O1	4	21.073
O1	4	21.094
O1	8	21.098
O1	12	21.111
Al2	20	21.124
Y1	20	21.124
O1	4	21.154
O1	4	21.162
O1	4	21.167
O1	4	21.188
O1	4	21.213
O1	4	21.222
O1	4	21.243
O1	4	21.311
O1	4	21.336
O1	4	21.34
O1	20	21.366
O1	4	21.374
O1	4	21.437
O1	4	21.467
Al1	16	21.495
O1	8	21.517
O1	8	21.542
O1	4	21.546
Al2	40	21.547
Y1	40	21.547
O1	4	21.559
O1	12	21.572
O1	4	21.584
O1	12	21.592
O1	4	21.605
O1	4	21.617
O1	4	21.634
Al2	16	21.651
Y1	8	21.651
O1	8	21.667
O1	4	21.672
O1	8	21.684
O1	4	21.692
O1	16	21.709
O1	8	21.713
O1	4	21.742
O1	12	21.78
O1	4	21.804
O1	4	21.833
Y1	24	21.859
O1	8	21.87
O1	8	21.879
O1	16	21.883
O1	8	21.899
O1	8	21.903
O1	4	21.907
Al1	16	21.91
O1	8	21.944
O1	4	21.949
O1	8	21.957
Al2	12	21.961
Y1	12	21.961
O1	4	21.981
O1	8	22.031
O1	4	22.035
O1	4	22.047
O1	4	22.067
O1	4	22.08
O1	8	22.088
O1	4	22.104
O1	4	22.145
O1	8	22.194
O1	4	22.238
O1	4	22.242
O1	8	22.25
O1	4	22.259
O1	8	22.263
O1	4	22.291
O1	4	22.295
O1	4	22.315
Al1	32	22.318
O1	4	22.327
O1	4	22.339
O1	8	22.36
O1	4	22.364
Al2	24	22.368
Y1	24	22.368
O1	4	22.404
O1	4	22.412
O1	16	22.428
O1	8	22.444
O1	12	22.452
O1	12	22.464
Al2	32	22.469
Y1	16	22.469
O1	4	22.476
O1	4	22.52
O1	4	22.528
O1	8	22.548
O1	4	22.552
O1	8	22.584
O1	8	22.596
O1	4	22.604
O1	4	22.616
O1	8	22.624
O1	4	22.636
O1	4	22.652
O1	4	22.66
Al2	16	22.668
O1	4	22.684
Al1	20	22.718
O1	4	22.739
Al2	40	22.768
Y1	40	22.768
O1	4	22.775
O1	12	22.779
O1	4	22.783
O1	4	22.787
O1	4	22.795
O1	8	22.803
O1	8	22.807
O1	4	22.811
O1	4	22.826
O1	4	22.834
O1	4	22.838
O1	8	22.846
O1	4	22.85
O1	4	22.882
O1	4	22.897
O1	12	22.909
O1	4	22.929
O1	4	22.964
O1	8	22.968
O1	4	22.972
O1	8	22.984
O1	4	22.996
O1	4	23.003
O1	4	23.027
O1	4	23.031
O1	4	23.058
O1	8	23.062
O1	4	23.086
O1	4	23.109
Al1	24	23.111
O1	4	23.129
O1	4	23.14
O1	8	23.156
Al2	16	23.16
Y1	16	23.16
O1	4	23.179
O1	4	23.183
O1	8	23.191
O1	4	23.214
O1	4	23.245
O1	4	23.319
O1	4	23.326
O1	4	23.334
O1	12	23.342
O1	4	23.4
O1	4	23.407
O1	4	23.431
O1	4	23.438
Y1	24	23.45
O1	4	23.461
O1	4	23.465
O1	12	23.481
O1	4	23.488
O1	8	23.496
Al1	28	23.498
O1	8	23.5
O1	4	23.519
Al2	24	23.546
Y1	24	23.546
O1	12	23.561
O1	4	23.565
O1	4	23.58
O1	8	23.611
O1	4	23.615
O1	4	23.622
O1	8	23.626
O1	8	23.649
O1	4	23.653
O1	4	23.656
O1	4	23.664
O1	4	23.672
O1	4	23.679
O1	4	23.706
O1	4	23.71
O1	4	23.714
O1	8	23.74
O1	4	23.755
O1	4	23.774
O1	4	23.801
O1	8	23.824
O1	8	23.831
O1	8	23.835
O1	12	23.846
O1	8	23.858
O1	4	23.869
Al1	8	23.879
O1	4	23.888
O1	4	23.918
Al2	32	23.926
O1	4	23.926
Y1	32	23.926
O1	4	23.944
O1	8	23.948
O1	4	23.959
O1	4	23.982
O1	4	23.986
O1	4	23.99
O1	4	23.997
O1	4	24.012
Y1	6	24.02
O1	4	24.027
O1	4	24.035
O1	4	24.038
O1	4	24.042
O1	12	24.05
O1	4	24.072
O1	8	24.087
O1	12	24.094
O1	4	24.147
O1	4	24.158
O1	16	24.162
O1	8	24.177
O1	12	24.184
O1	4	24.192
O1	4	24.195
Al2	32	24.207
O1	4	24.229
O1	4	24.244
Al1	36	24.253
O1	4	24.285
O1	4	24.288
Al2	12	24.3
Y1	12	24.3
O1	8	24.307
O1	12	24.318
O1	4	24.325
O1	4	24.34
O1	4	24.344
O1	4	24.355
O1	8	24.362
O1	4	24.366
O1	4	24.377
O1	4	24.399
O1	4	24.407
O1	4	24.414
O1	8	24.422
O1	8	24.451
O1	8	24.458
O1	8	24.462
O1	4	24.466
O1	4	24.484
O1	4	24.488
O1	4	24.492
O1	8	24.503
O1	8	24.514
O1	4	24.543
O1	12	24.55
O1	4	24.554
O1	4	24.569
O1	12	24.572
O1	4	24.598
O1	4	24.609
O1	8	24.613
Al1	44	24.622
O1	4	24.642
Al2	32	24.668
Y1	32	24.668
O1	8	24.679
O1	4	24.686
O1	4	24.69
O1	4	24.697
O1	4	24.7
O1	4	24.722
O1	4	24.737
O1	4	24.744
O1	4	24.755
Al2	32	24.759
Y1	16	24.759
O1	4	24.781
O1	4	24.795
O1	4	24.813
O1	8	24.824
O1	4	24.839
O1	4	24.871
O1	12	24.875
O1	4	24.919
O1	4	24.922
O1	12	24.933
Y1	32	24.941
O1	4	24.969
O1	8	24.976
O1	4	24.984
Al1	12	24.986
O1	4	25.005
O1	8	25.016
O1	12	25.02
Al2	28	25.031
Y1	28	25.031
O1	4	25.041
O1	4	25.056
O1	4	25.074
O1	4	25.092
O1	4	25.127
O1	12	25.135
O1	4	25.142
O1	8	25.149
O1	4	25.153
O1	4	25.156
O1	4	25.16
O1	4	25.178
O1	4	25.192
O1	4	25.21
O1	8	25.217
O1	8	25.235
O1	4	25.278
O1	4	25.285
O1	4	25.292
O1	8	25.32
O1	4	25.324
O1	4	25.328
O1	4	25.331
Al1	32	25.344
O1	4	25.352
O1	4	25.356
O1	12	25.36
O1	8	25.37
O1	4	25.377
Al2	24	25.388
Y1	24	25.388
O1	8	25.406
O1	16	25.416
O1	4	25.427
O1	4	25.441
O1	4	25.448
O1	12	25.455
O1	4	25.462
O1	8	25.47
Al2	24	25.477
Y1	12	25.477
O1	4	25.484
O1	4	25.494
O1	4	25.523
O1	4	25.53
O1	12	25.533
O1	4	25.558
O1	4	25.579
O1	4	25.59
O1	4	25.597
O1	4	25.604
O1	4	25.607
O1	4	25.611
O1	8	25.614
O1	4	25.632
O1	4	25.639
Al2	16	25.653
O1	4	25.667
O1	8	25.681
O1	8	25.688
O1	4	25.695
Al1	36	25.697
O1	4	25.72
O1	4	25.73
Al2	28	25.741
Y1	28	25.741
O1	4	25.751
O1	12	25.765
O1	4	25.772
O1	4	25.776
O1	4	25.779
O1	4	25.793
O1	12	25.804
O1	4	25.814
O1	4	25.856
O1	4	25.884
O1	4	25.898
O1	8	25.915
O1	8	25.919
O1	4	25.933
O1	4	25.946
O1	4	25.95
O1	4	25.953
O1	4	25.971
O1	8	25.974
O1	4	25.981
O1	4	25.988
O1	4	26.002
O1	4	26.005
O1	4	26.037
O1	4	26.044
Al1	16	26.046
O1	4	26.057
O1	4	26.064
O1	8	26.071
O1	16	26.078
O1	12	26.085
Al2	24	26.089
Y1	24	26.089
O1	4	26.099
O1	4	26.106
O1	8	26.109
O1	4	26.12
O1	4	26.144
O1	4	26.164
Y1	24	26.175
O1	12	26.189
O1	8	26.192
O1	8	26.199
O1	4	26.202
O1	12	26.223
O1	4	26.237
O1	4	26.254
O1	8	26.292
O1	4	26.298
O1	8	26.302
O1	4	26.305
O1	8	26.326
O1	4	26.329
O1	8	26.336
O1	4	26.34
Y1	32	26.347
O1	8	26.357
O1	12	26.367
O1	4	26.374
O1	8	26.387
Al1	24	26.39
O1	4	26.391
O1	8	26.408
O1	4	26.422
Al2	16	26.432
Y1	16	26.432
O1	4	26.445
O1	4	26.449
O1	8	26.49
O1	4	26.5
O1	4	26.52
O1	8	26.537
O1	8	26.575
O1	8	26.578
O1	4	26.585
O1	4	26.592
O1	4	26.602
O1	4	26.605
O1	12	26.612
O1	20	26.673
O1	8	26.683
O1	4	26.686
O1	4	26.69
O1	4	26.7
O1	4	26.713
Al1	20	26.729
O1	4	26.737
O1	12	26.764
Al2	24	26.771
O1	4	26.771
Y1	24	26.771
O1	8	26.825
O1	8	26.835
O1	4	26.841
Y1	24	26.855
O1	4	26.868
O1	4	26.872
O1	4	26.878
O1	8	26.888
O1	4	26.902
O1	8	26.905
O1	4	26.908
O1	12	26.925
O1	8	26.955
O1	4	26.959
O1	8	26.969
O1	8	26.975
O1	8	26.982
O1	4	26.995
O1	4	27.002
O1	4	27.009
O1	4	27.012
O1	8	27.015
Al2	34	27.022
O1	4	27.042
O1	8	27.055
O1	4	27.059
Al1	28	27.064
O1	12	27.082
O1	4	27.085
O1	8	27.092
O1	4	27.095
Al2	44	27.106
Y1	44	27.106
O1	4	27.115
O1	4	27.122
O1	4	27.129
O1	4	27.135
O1	4	27.139
O1	4	27.142
O1	12	27.145
O1	4	27.155
O1	4	27.168
O1	8	27.182
O1	12	27.195
O1	4	27.198
O1	4	27.248
O1	12	27.255
O1	12	27.261
O1	4	27.281
O1	4	27.288
O1	4	27.294
O1	4	27.308
O1	8	27.324
O1	12	27.334
O1	4	27.347
O1	8	27.383
Al1	20	27.395
O1	4	27.406
O1	4	27.413
O1	8	27.42
Al2	24	27.436
Y1	24	27.436
O1	4	27.452
O1	8	27.466
O1	4	27.472
O1	12	27.482
O1	4	27.488
O1	4	27.492
O1	8	27.505
O1	12	27.508
Al2	32	27.518
Y1	16	27.518
O1	4	27.534
O1	4	27.538
O1	8	27.567
O1	8	27.57
O1	8	27.577
O1	4	27.61
O1	4	27.623
O1	4	27.639
O1	8	27.645
O1	4	27.665
O1	4	27.672
O1	4	27.675
Y1	16	27.682
O1	8	27.698
O1	4	27.701
O1	4	27.707
O1	8	27.714
Al1	56	27.722
O1	4	27.733
O1	4	27.743
O1	8	27.746
O1	4	27.75
O1	4	27.759
Al2	36	27.763
Y1	36	27.763
O1	4	27.798
O1	8	27.802
O1	4	27.821
O1	4	27.824
O1	4	27.827
O1	16	27.831
O1	4	27.837
O1	8	27.85
O1	8	27.853
O1	8	27.857
O1	4	27.863
O1	4	27.87
O1	12	27.873
O1	8	27.889
O1	4	27.895
O1	4	27.899
O1	4	27.908
O1	4	27.924
O1	12	27.931
O1	4	27.96
O1	4	27.983
O1	4	27.992
O1	4	28.024
O1	8	28.028
O1	4	28.031
O1	8	28.034
O1	4	28.044
Al1	28	28.046
O1	12	28.057
O1	20	28.063
O1	4	28.076
O1	4	28.082
Al2	40	28.086
Y1	40	28.086
O1	8	28.105
O1	4	28.111
O1	12	28.114
O1	8	28.121
O1	8	28.134
O1	4	28.14
O1	4	28.146
O1	4	28.159
Al2	16	28.166
Y1	8	28.166
O1	4	28.178
O1	8	28.191
O1	4	28.207
O1	4	28.217
O1	8	28.23
O1	12	28.239
O1	8	28.255
O1	4	28.258
O1	4	28.3
O1	8	28.306
O1	4	28.312
O1	8	28.325
Al2	48	28.326
O1	4	28.338
O1	4	28.344
O1	4	28.36
O1	4	28.363
Al1	16	28.365
O1	4	28.386
O1	8	28.392
O1	4	28.395
O1	12	28.401
Al2	12	28.405
Y1	12	28.405
O1	12	28.411
O1	4	28.414
O1	4	28.417
O1	4	28.42
O1	4	28.427
O1	4	28.433
O1	8	28.439
O1	8	28.452
O1	12	28.459
O1	12	28.468
O1	4	28.496
O1	4	28.509
O1	4	28.538
O1	4	28.547
O1	4	28.553
O1	4	28.563
O1	4	28.569
O1	12	28.588
O1	4	28.591
O1	4	28.594
O1	4	28.598
O1	4	28.604
O1	4	28.616
O1	4	28.635
O1	12	28.638
O1	4	28.661
O1	4	28.673
Al1	40	28.681
O1	12	28.692
O1	4	28.695
O1	12	28.705
O1	4	28.714
Al2	24	28.721
Y1	24	28.721
O1	12	28.73
O1	4	28.739
O1	8	28.774
O1	4	28.789
O1	8	28.814
O1	4	28.824
O1	4	28.842
O1	8	28.855
O1	4	28.867
O1	8	28.871
O1	8	28.874
O1	4	28.892
O1	16	28.899
O1	4	28.911
O1	8	28.92
O1	8	28.93
O1	4	28.945
O1	8	28.955
Y1	16	28.955
O1	4	28.98
O1	4	28.986
O1	4	28.989
O1	8	28.992
Al1	20	28.994
O1	12	29.004
O1	4	29.014
O1	8	29.023
Al2	56	29.033
Y1	56	29.033
O1	8	29.048
O1	20	29.06
O1	4	29.098
O1	12	29.113
O1	8	29.119
O1	4	29.129
O1	4	29.135
O1	12	29.141
O1	4	29.159
O1	4	29.163
O1	4	29.166
O1	4	29.169
O1	12	29.172
O1	4	29.203
O1	4	29.218
O1	4	29.221
O1	4	29.227
O1	4	29.234
O1	4	29.246
O1	4	29.252
O1	12	29.258
O1	16	29.264
O1	4	29.267
O1	4	29.292
Al1	40	29.303
O1	4	29.341
Al2	16	29.342
Y1	16	29.342
O1	16	29.357
O1	4	29.387
O1	8	29.39
O1	8	29.393
O1	12	29.412
Y1	24	29.418
O1	4	29.424
O1	4	29.43
O1	4	29.436
O1	12	29.439
O1	4	29.443
O1	12	29.458
O1	4	29.461
O1	8	29.473
O1	4	29.482
O1	4	29.491
O1	4	29.504
O1	4	29.51
O1	4	29.516
O1	12	29.522
O1	8	29.531
O1	4	29.534
O1	4	29.553
O1	8	29.559
Al2	16	29.571
O1	4	29.589
O1	12	29.604
Al1	44	29.609
O1	12	29.61
O1	8	29.626
O1	8	29.629
O1	4	29.635
Al2	32	29.647
Y1	32	29.647
O1	8	29.653
O1	4	29.656
O1	4	29.677
O1	12	29.702
O1	12	29.732
O1	8	29.735
O1	12	29.741
O1	8	29.747
O1	12	29.771
O1	4	29.774
O1	8	29.79
O1	4	29.799
O1	16	29.802
O1	12	29.805
O1	4	29.808
O1	16	29.814
O1	8	29.82
O1	8	29.823
O1	4	29.829
O1	12	29.832
O1	4	29.844
O1	4	29.847
O1	4	29.853
O1	16	29.901
Al1	12	29.912
O1	4	29.922
O1	12	29.94
O1	4	29.943
O1	4	29.946
O1	4	29.949
Al2	40	29.95
Y1	40	29.95
O1	4	29.974
O1	4	29.992
O1	4	29.995
